Category,Counts,Date,WeekNo
Males_01-14,15,2010-10-22,42
Males_01-14,10,2010-10-29,43
Males_01-14,15,2010-11-05,44
Males_01-14,12,2010-11-12,45
Males_01-14,7,2010-11-19,46
Males_01-14,12,2010-11-26,47
Males_01-14,14,2010-12-03,48
Males_01-14,15,2010-12-10,49
Males_01-14,12,2010-12-17,50
Males_01-14,15,2010-12-24,51
Males_01-14,13,2010-12-31,52
Males_15-44,184,2010-01-08,1
Males_15-44,214,2010-01-15,2
Males_15-44,219,2010-01-22,3
Males_15-44,222,2010-01-29,4
Males_15-44,203,2010-02-05,5
Males_15-44,200,2010-02-12,6
Males_15-44,216,2010-02-19,7
Males_15-44,222,2010-02-26,8
Males_15-44,235,2010-03-05,9
Males_15-44,214,2010-03-12,10
Males_15-44,189,2010-03-19,11
Males_15-44,185,2010-03-26,12
Males_15-44,144,2010-04-02,13
Males_15-44,176,2010-04-09,14
Males_15-44,196,2010-04-16,15
Males_15-44,229,2010-04-23,16
Males_15-44,220,2010-04-30,17
Males_15-44,148,2010-05-07,18
Males_15-44,217,2010-05-14,19
Males_15-44,232,2010-05-21,20
Males_15-44,221,2010-05-28,21
Males_15-44,155,2010-06-04,22
Males_15-44,197,2010-06-11,23
Males_15-44,189,2010-06-18,24
Males_15-44,211,2010-06-25,25
Males_15-44,179,2010-07-02,26
Males_15-44,207,2010-07-09,27
Males_15-44,197,2010-07-16,28
Males_15-44,195,2010-07-23,29
Males_15-44,191,2010-07-30,30
Males_15-44,224,2010-08-06,31
Males_15-44,213,2010-08-13,32
Males_15-44,169,2010-08-20,33
Males_15-44,193,2010-08-27,34
Males_15-44,159,2010-09-03,35
Males_15-44,210,2010-09-10,36
Males_15-44,215,2010-09-17,37
Males_15-44,227,2010-09-24,38
Males_15-44,185,2010-10-01,39
Males_15-44,204,2010-10-08,40
Males_15-44,202,2010-10-15,41
Males_15-44,200,2010-10-22,42
Males_15-44,207,2010-10-29,43
Males_15-44,204,2010-11-05,44
Males_15-44,203,2010-11-12,45
Males_15-44,208,2010-11-19,46
Males_15-44,203,2010-11-26,47
Males_15-44,187,2010-12-03,48
Males_15-44,212,2010-12-10,49
Males_15-44,214,2010-12-17,50
Males_15-44,249,2010-12-24,51
Males_15-44,132,2010-12-31,52
Males_45-64,894,2010-01-08,1
Males_45-64,895,2010-01-15,2
Males_45-64,826,2010-01-22,3
Males_45-64,770,2010-01-29,4
Males_45-64,764,2010-02-05,5
Males_45-64,753,2010-02-12,6
Males_45-64,760,2010-02-19,7
Males_45-64,780,2010-02-26,8
Males_45-64,743,2010-03-05,9
Males_45-64,726,2010-03-12,10
Males_45-64,775,2010-03-19,11
Males_45-64,725,2010-03-26,12
Males_45-64,614,2010-04-02,13
Males_45-64,764,2010-04-09,14
Males_45-64,780,2010-04-16,15
Males_45-64,757,2010-04-23,16
Males_45-64,740,2010-04-30,17
Males_45-64,667,2010-05-07,18
Males_45-64,763,2010-05-14,19
Males_45-64,686,2010-05-21,20
Males_45-64,742,2010-05-28,21
Males_45-64,650,2010-06-04,22
Males_45-64,780,2010-06-11,23
Males_45-64,716,2010-06-18,24
Males_45-64,686,2010-06-25,25
Males_45-64,720,2010-07-02,26
Males_45-64,731,2010-07-09,27
Males_45-64,734,2010-07-16,28
Males_45-64,722,2010-07-23,29
Males_45-64,636,2010-07-30,30
Males_45-64,700,2010-08-06,31
Males_45-64,635,2010-08-13,32
Males_45-64,683,2010-08-20,33
Males_45-64,684,2010-08-27,34
Males_45-64,623,2010-09-03,35
Males_45-64,716,2010-09-10,36
Males_45-64,746,2010-09-17,37
Males_45-64,685,2010-09-24,38
Males_45-64,676,2010-10-01,39
Males_45-64,731,2010-10-08,40
Males_45-64,807,2010-10-15,41
Males_45-64,706,2010-10-22,42
Males_45-64,738,2010-10-29,43
Males_45-64,731,2010-11-05,44
Males_45-64,710,2010-11-12,45
Males_45-64,701,2010-11-19,46
Males_45-64,713,2010-11-26,47
Males_45-64,697,2010-12-03,48
Males_45-64,854,2010-12-10,49
Males_45-64,901,2010-12-17,50
Males_45-64,870,2010-12-24,51
Males_45-64,744,2010-12-31,52
Males_65-74,1214,2010-01-08,1
Males_65-74,1082,2010-01-15,2
Males_65-74,1045,2010-01-22,3
Males_65-74,976,2010-01-29,4
Males_65-74,914,2010-02-05,5
Males_65-74,963,2010-02-12,6
Males_65-74,927,2010-02-19,7
Males_65-74,948,2010-02-26,8
Males_65-74,940,2010-03-05,9
Males_65-74,912,2010-03-12,10
Males_65-74,922,2010-03-19,11
Males_65-74,923,2010-03-26,12
Males_65-74,749,2010-04-02,13
Males_65-74,949,2010-04-09,14
Males_65-74,968,2010-04-16,15
Males_65-74,898,2010-04-23,16
Males_65-74,912,2010-04-30,17
Males_65-74,818,2010-05-07,18
Males_65-74,910,2010-05-14,19
Males_65-74,888,2010-05-21,20
Males_65-74,947,2010-05-28,21
Males_65-74,813,2010-06-04,22
Males_65-74,870,2010-06-11,23
Males_65-74,860,2010-06-18,24
Males_65-74,835,2010-06-25,25
Males_65-74,897,2010-07-02,26
Males_65-74,835,2010-07-09,27
Males_65-74,804,2010-07-16,28
Males_65-74,808,2010-07-23,29
Males_65-74,796,2010-07-30,30
Males_65-74,834,2010-08-06,31
Males_65-74,801,2010-08-13,32
Males_65-74,852,2010-08-20,33
Males_65-74,872,2010-08-27,34
Males_65-74,765,2010-09-03,35
Males_65-74,906,2010-09-10,36
Males_65-74,885,2010-09-17,37
Males_65-74,828,2010-09-24,38
Males_65-74,837,2010-10-01,39
Males_65-74,839,2010-10-08,40
Males_65-74,869,2010-10-15,41
Males_65-74,881,2010-10-22,42
Males_65-74,873,2010-10-29,43
Males_65-74,928,2010-11-05,44
Males_65-74,898,2010-11-12,45
Males_65-74,900,2010-11-19,46
Males_65-74,896,2010-11-26,47
Males_65-74,902,2010-12-03,48
Males_65-74,1051,2010-12-10,49
Males_65-74,984,2010-12-17,50
Males_65-74,1037,2010-12-24,51
Males_65-74,874,2010-12-31,52
Males_75-84,2004,2010-01-08,1
Males_75-84,1925,2010-01-15,2
Males_75-84,1755,2010-01-22,3
Males_75-84,1687,2010-01-29,4
Males_75-84,1635,2010-02-05,5
Males_75-84,1611,2010-02-12,6
Males_75-84,1521,2010-02-19,7
Males_75-84,1551,2010-02-26,8
Males_75-84,1529,2010-03-05,9
Males_75-84,1446,2010-03-12,10
Males_75-84,1468,2010-03-19,11
Males_75-84,1488,2010-03-26,12
Males_75-84,1236,2010-04-02,13
Males_75-84,1538,2010-04-09,14
Males_75-84,1611,2010-04-16,15
Males_75-84,1494,2010-04-23,16
Males_75-84,1523,2010-04-30,17
Males_75-84,1327,2010-05-07,18
Males_75-84,1511,2010-05-14,19
Males_75-84,1375,2010-05-21,20
Males_75-84,1480,2010-05-28,21
Males_75-84,1209,2010-06-04,22
Males_75-84,1424,2010-06-11,23
Males_75-84,1327,2010-06-18,24
Males_75-84,1283,2010-06-25,25
Males_75-84,1296,2010-07-02,26
Males_75-84,1430,2010-07-09,27
Males_75-84,1353,2010-07-16,28
Males_75-84,1338,2010-07-23,29
Males_75-84,1288,2010-07-30,30
Males_75-84,1344,2010-08-06,31
Males_75-84,1258,2010-08-13,32
Males_75-84,1372,2010-08-20,33
Males_75-84,1319,2010-08-27,34
Males_75-84,1177,2010-09-03,35
Males_75-84,1373,2010-09-10,36
Males_75-84,1334,2010-09-17,37
Males_75-84,1303,2010-09-24,38
Males_75-84,1319,2010-10-01,39
Males_75-84,1401,2010-10-08,40
Males_75-84,1412,2010-10-15,41
Males_75-84,1423,2010-10-22,42
Males_75-84,1454,2010-10-29,43
Males_75-84,1459,2010-11-05,44
Males_75-84,1489,2010-11-12,45
Males_75-84,1485,2010-11-19,46
Males_75-84,1483,2010-11-26,47
Males_75-84,1413,2010-12-03,48
Males_75-84,1762,2010-12-10,49
Males_75-84,1642,2010-12-17,50
Males_75-84,1743,2010-12-24,51
Males_75-84,1395,2010-12-31,52
Males_85+,1683,2010-01-08,1
Males_85+,1719,2010-01-15,2
Males_85+,1609,2010-01-22,3
Males_85+,1458,2010-01-29,4
Males_85+,1441,2010-02-05,5
Males_85+,1346,2010-02-12,6
Males_85+,1373,2010-02-19,7
Males_85+,1334,2010-02-26,8
Males_85+,1288,2010-03-05,9
Males_85+,1297,2010-03-12,10
Males_85+,1247,2010-03-19,11
Males_85+,1205,2010-03-26,12
Males_85+,1067,2010-04-02,13
Males_85+,1276,2010-04-09,14
Males_85+,1193,2010-04-16,15
Males_85+,1200,2010-04-23,16
Males_85+,1196,2010-04-30,17
Males_85+,1092,2010-05-07,18
Males_85+,1211,2010-05-14,19
Males_85+,1179,2010-05-21,20
Males_85+,1145,2010-05-28,21
Males_85+,1082,2010-06-04,22
Males_85+,1222,2010-06-11,23
Males_85+,1121,2010-06-18,24
Males_85+,1050,2010-06-25,25
Males_85+,1149,2010-07-02,26
Males_85+,1053,2010-07-09,27
Males_85+,1067,2010-07-16,28
Males_85+,991,2010-07-23,29
Males_85+,1008,2010-07-30,30
Males_85+,1018,2010-08-06,31
Males_85+,1031,2010-08-13,32
Males_85+,1039,2010-08-20,33
Males_85+,1120,2010-08-27,34
Males_85+,1005,2010-09-03,35
Males_85+,1097,2010-09-10,36
Males_85+,1077,2010-09-17,37
Males_85+,1171,2010-09-24,38
Males_85+,1128,2010-10-01,39
Males_85+,1191,2010-10-08,40
Males_85+,1222,2010-10-15,41
Males_85+,1215,2010-10-22,42
Males_85+,1190,2010-10-29,43
Males_85+,1295,2010-11-05,44
Males_85+,1239,2010-11-12,45
Males_85+,1212,2010-11-19,46
Males_85+,1244,2010-11-26,47
Males_85+,1206,2010-12-03,48
Males_85+,1546,2010-12-10,49
Males_85+,1427,2010-12-17,50
Males_85+,1471,2010-12-24,51
Males_85+,1339,2010-12-31,52
Females_Under 1 year,36,2010-01-08,1
Females_Under 1 year,29,2010-01-15,2
Females_Under 1 year,31,2010-01-22,3
Females_Under 1 year,29,2010-01-29,4
Females_Under 1 year,40,2010-02-05,5
Females_Under 1 year,34,2010-02-12,6
Females_Under 1 year,31,2010-02-19,7
Females_Under 1 year,37,2010-02-26,8
Females_Under 1 year,22,2010-03-05,9
Females_Under 1 year,18,2010-03-12,10
Females_Under 1 year,19,2010-03-19,11
Females_Under 1 year,24,2010-03-26,12
Females_Under 1 year,22,2010-04-02,13
Females_Under 1 year,31,2010-04-09,14
Females_Under 1 year,25,2010-04-16,15
Females_Under 1 year,31,2010-04-23,16
Females_Under 1 year,26,2010-04-30,17
Females_Under 1 year,27,2010-05-07,18
Females_Under 1 year,37,2010-05-14,19
Females_Under 1 year,36,2010-05-21,20
Females_Under 1 year,35,2010-05-28,21
Females_Under 1 year,19,2010-06-04,22
Females_Under 1 year,16,2010-06-11,23
Females_Under 1 year,40,2010-06-18,24
Females_Under 1 year,20,2010-06-25,25
Females_Under 1 year,27,2010-07-02,26
Females_Under 1 year,27,2010-07-09,27
Females_Under 1 year,38,2010-07-16,28
Females_Under 1 year,22,2010-07-23,29
Females_Under 1 year,28,2010-07-30,30
Females_Under 1 year,33,2010-08-06,31
Females_Under 1 year,24,2010-08-13,32
Females_Under 1 year,20,2010-08-20,33
Females_Under 1 year,30,2010-08-27,34
Females_Under 1 year,26,2010-09-03,35
Females_Under 1 year,21,2010-09-10,36
Females_Under 1 year,31,2010-09-17,37
Females_Under 1 year,37,2010-09-24,38
Females_Under 1 year,25,2010-10-01,39
Females_Under 1 year,28,2010-10-08,40
Females_Under 1 year,35,2010-10-15,41
Females_Under 1 year,23,2010-10-22,42
Females_Under 1 year,28,2010-10-29,43
Females_Under 1 year,28,2010-11-05,44
Females_Under 1 year,30,2010-11-12,45
Females_Under 1 year,23,2010-11-19,46
Females_Under 1 year,25,2010-11-26,47
Females_Under 1 year,29,2010-12-03,48
Females_Under 1 year,21,2010-12-10,49
Females_Under 1 year,27,2010-12-17,50
Females_Under 1 year,25,2010-12-24,51
Females_Under 1 year,16,2010-12-31,52
Females_01-14,15,2010-01-08,1
Females_01-14,12,2010-01-15,2
Females_01-14,9,2010-01-22,3
Females_01-14,12,2010-01-29,4
Females_01-14,7,2010-02-05,5
Females_01-14,14,2010-02-12,6
Females_01-14,14,2010-02-19,7
Females_01-14,13,2010-02-26,8
Females_01-14,15,2010-03-05,9
Females_01-14,8,2010-03-12,10
Females_01-14,10,2010-03-19,11
Females_01-14,15,2010-03-26,12
Females_01-14,8,2010-04-02,13
Females_01-14,10,2010-04-09,14
Females_01-14,13,2010-04-16,15
Females_01-14,15,2010-04-23,16
Females_01-14,7,2010-04-30,17
Females_01-14,5,2010-05-07,18
Females_01-14,15,2010-05-14,19
Females_01-14,10,2010-05-21,20
Females_01-14,8,2010-05-28,21
Females_01-14,6,2010-06-04,22
Females_01-14,9,2010-06-11,23
Females_01-14,8,2010-06-18,24
Females_01-14,9,2010-06-25,25
Females_01-14,13,2010-07-02,26
Females_01-14,6,2010-07-09,27
Females_01-14,11,2010-07-16,28
Females_01-14,11,2010-07-23,29
Females_01-14,8,2010-07-30,30
Females_01-14,7,2010-08-06,31
Females_01-14,14,2010-08-13,32
Females_01-14,12,2010-08-20,33
Females_01-14,2,2010-08-27,34
Females_01-14,6,2010-09-03,35
Females_01-14,11,2010-09-10,36
Females_01-14,8,2010-09-17,37
Females_01-14,5,2010-09-24,38
Females_01-14,13,2010-10-01,39
Females_01-14,7,2010-10-08,40
Females_01-14,10,2010-10-15,41
Females_01-14,7,2010-10-22,42
Females_01-14,13,2010-10-29,43
Females_01-14,6,2010-11-05,44
Females_01-14,4,2010-11-12,45
Females_01-14,4,2010-11-19,46
Females_01-14,11,2010-11-26,47
Females_01-14,5,2010-12-03,48
Females_01-14,14,2010-12-10,49
Females_01-14,11,2010-12-17,50
Females_01-14,20,2010-12-24,51
Females_01-14,8,2010-12-31,52
Females_15-44,115,2010-01-08,1
Females_15-44,117,2010-01-15,2
Females_15-44,128,2010-01-22,3
Females_15-44,114,2010-01-29,4
Females_15-44,114,2010-02-05,5
Females_15-44,108,2010-02-12,6
Females_15-44,113,2010-02-19,7
Females_15-44,118,2010-02-26,8
Females_15-44,113,2010-03-05,9
Females_15-44,120,2010-03-12,10
Females_15-44,105,2010-03-19,11
Females_15-44,118,2010-03-26,12
Females_15-44,86,2010-04-02,13
Females_15-44,112,2010-04-09,14
Females_15-44,125,2010-04-16,15
Females_15-44,104,2010-04-23,16
Females_15-44,105,2010-04-30,17
Females_15-44,92,2010-05-07,18
Females_15-44,118,2010-05-14,19
Females_15-44,124,2010-05-21,20
Females_15-44,131,2010-05-28,21
Females_15-44,89,2010-06-04,22
Females_15-44,106,2010-06-11,23
Females_15-44,102,2010-06-18,24
Females_15-44,100,2010-06-25,25
Females_15-44,100,2010-07-02,26
Females_15-44,106,2010-07-09,27
Females_15-44,94,2010-07-16,28
Females_15-44,107,2010-07-23,29
Females_15-44,98,2010-07-30,30
Females_15-44,131,2010-08-06,31
Females_15-44,114,2010-08-13,32
Females_15-44,111,2010-08-20,33
Females_15-44,85,2010-08-27,34
Females_15-44,90,2010-09-03,35
Females_15-44,112,2010-09-10,36
Females_15-44,105,2010-09-17,37
Females_15-44,90,2010-09-24,38
Females_15-44,97,2010-10-01,39
Females_15-44,111,2010-10-08,40
Females_15-44,105,2010-10-15,41
Females_15-44,118,2010-10-22,42
Females_15-44,116,2010-10-29,43
Females_15-44,114,2010-11-05,44
Females_15-44,104,2010-11-12,45
Females_15-44,111,2010-11-19,46
Females_15-44,104,2010-11-26,47
Females_15-44,93,2010-12-03,48
Females_15-44,126,2010-12-10,49
Females_15-44,135,2010-12-17,50
Females_15-44,156,2010-12-24,51
Females_15-44,86,2010-12-31,52
Females_45-64,676,2010-01-08,1
Females_45-64,570,2010-01-15,2
Females_45-64,566,2010-01-22,3
Females_45-64,530,2010-01-29,4
Females_45-64,544,2010-02-05,5
Females_45-64,486,2010-02-12,6
Females_45-64,516,2010-02-19,7
Females_45-64,535,2010-02-26,8
Females_45-64,487,2010-03-05,9
Females_45-64,533,2010-03-12,10
Females_45-64,532,2010-03-19,11
Females_45-64,502,2010-03-26,12
Females_45-64,421,2010-04-02,13
Females_45-64,478,2010-04-09,14
Females_45-64,496,2010-04-16,15
Females_45-64,486,2010-04-23,16
Females_45-64,480,2010-04-30,17
Females_45-64,452,2010-05-07,18
Females_45-64,499,2010-05-14,19
Females_45-64,479,2010-05-21,20
Females_45-64,463,2010-05-28,21
Females_45-64,430,2010-06-04,22
Females_45-64,512,2010-06-11,23
Females_45-64,466,2010-06-18,24
Females_45-64,459,2010-06-25,25
Females_45-64,441,2010-07-02,26
Females_45-64,472,2010-07-09,27
Females_45-64,440,2010-07-16,28
Females_45-64,478,2010-07-23,29
Females_45-64,439,2010-07-30,30
Females_45-64,511,2010-08-06,31
Females_45-64,451,2010-08-13,32
Females_45-64,461,2010-08-20,33
Females_45-64,476,2010-08-27,34
Females_45-64,422,2010-09-03,35
Females_45-64,460,2010-09-10,36
Females_45-64,460,2010-09-17,37
Females_45-64,446,2010-09-24,38
Females_45-64,484,2010-10-01,39
Females_45-64,483,2010-10-08,40
Females_45-64,508,2010-10-15,41
Females_45-64,499,2010-10-22,42
Females_45-64,460,2010-10-29,43
Females_45-64,484,2010-11-05,44
Females_45-64,511,2010-11-12,45
Females_45-64,484,2010-11-19,46
Females_45-64,485,2010-11-26,47
Females_45-64,502,2010-12-03,48
Females_45-64,542,2010-12-10,49
Females_45-64,565,2010-12-17,50
Females_45-64,593,2010-12-24,51
Females_45-64,510,2010-12-31,52
Females_65-74,835,2010-01-08,1
Females_65-74,778,2010-01-15,2
Females_65-74,736,2010-01-22,3
Females_65-74,690,2010-01-29,4
Females_65-74,674,2010-02-05,5
Females_65-74,633,2010-02-12,6
Females_65-74,633,2010-02-19,7
Females_65-74,652,2010-02-26,8
Females_65-74,607,2010-03-05,9
Females_65-74,640,2010-03-12,10
Females_65-74,650,2010-03-19,11
Females_65-74,643,2010-03-26,12
Females_65-74,507,2010-04-02,13
Females_65-74,654,2010-04-09,14
Females_65-74,678,2010-04-16,15
Females_65-74,627,2010-04-23,16
Females_65-74,652,2010-04-30,17
Females_65-74,561,2010-05-07,18
Females_65-74,587,2010-05-14,19
Females_65-74,637,2010-05-21,20
Females_65-74,669,2010-05-28,21
Females_65-74,558,2010-06-04,22
Females_65-74,657,2010-06-11,23
Females_65-74,637,2010-06-18,24
Females_65-74,602,2010-06-25,25
Females_65-74,600,2010-07-02,26
Females_65-74,541,2010-07-09,27
Females_65-74,600,2010-07-16,28
Females_65-74,551,2010-07-23,29
Females_65-74,581,2010-07-30,30
Females_65-74,600,2010-08-06,31
Females_65-74,585,2010-08-13,32
Females_65-74,573,2010-08-20,33
Females_65-74,590,2010-08-27,34
Females_65-74,527,2010-09-03,35
Females_65-74,633,2010-09-10,36
Females_65-74,591,2010-09-17,37
Females_65-74,627,2010-09-24,38
Females_65-74,603,2010-10-01,39
Females_65-74,616,2010-10-08,40
Females_65-74,598,2010-10-15,41
Females_65-74,614,2010-10-22,42
Females_65-74,589,2010-10-29,43
Females_65-74,653,2010-11-05,44
Females_65-74,609,2010-11-12,45
Females_65-74,640,2010-11-19,46
Females_65-74,606,2010-11-26,47
Females_65-74,614,2010-12-03,48
Females_65-74,685,2010-12-10,49
Females_65-74,658,2010-12-17,50
Females_65-74,759,2010-12-24,51
Females_65-74,640,2010-12-31,52
Females_75-84,1948,2010-01-08,1
Females_75-84,1958,2010-01-15,2
Females_75-84,1746,2010-01-22,3
Females_75-84,1672,2010-01-29,4
Females_75-84,1488,2010-02-05,5
Females_75-84,1391,2010-02-12,6
Females_75-84,1494,2010-02-19,7
Females_75-84,1555,2010-02-26,8
Females_75-84,1474,2010-03-05,9
Females_75-84,1471,2010-03-12,10
Females_75-84,1427,2010-03-19,11
Females_75-84,1382,2010-03-26,12
Females_75-84,1149,2010-04-02,13
Females_75-84,1420,2010-04-09,14
Females_75-84,1447,2010-04-16,15
Females_75-84,1327,2010-04-23,16
Females_75-84,1334,2010-04-30,17
Females_75-84,1247,2010-05-07,18
Females_75-84,1462,2010-05-14,19
Females_75-84,1314,2010-05-21,20
Females_75-84,1381,2010-05-28,21
Females_75-84,1207,2010-06-04,22
Females_75-84,1303,2010-06-11,23
Females_75-84,1203,2010-06-18,24
Females_75-84,1219,2010-06-25,25
Females_75-84,1348,2010-07-02,26
Females_75-84,1258,2010-07-09,27
Females_75-84,1229,2010-07-16,28
Females_75-84,1195,2010-07-23,29
Females_75-84,1176,2010-07-30,30
Females_75-84,1213,2010-08-06,31
Females_75-84,1220,2010-08-13,32
Females_75-84,1232,2010-08-20,33
Females_75-84,1212,2010-08-27,34
Females_75-84,1139,2010-09-03,35
Females_75-84,1311,2010-09-10,36
Females_75-84,1200,2010-09-17,37
Females_75-84,1348,2010-09-24,38
Females_75-84,1245,2010-10-01,39
Females_75-84,1384,2010-10-08,40
Females_75-84,1291,2010-10-15,41
Females_75-84,1343,2010-10-22,42
Females_75-84,1407,2010-10-29,43
Females_75-84,1392,2010-11-05,44
Females_75-84,1340,2010-11-12,45
Females_75-84,1371,2010-11-19,46
Females_75-84,1449,2010-11-26,47
Females_75-84,1351,2010-12-03,48
Females_75-84,1574,2010-12-10,49
Females_75-84,1551,2010-12-17,50
Females_75-84,1722,2010-12-24,51
Females_75-84,1466,2010-12-31,52
Females_85+,3329,2010-01-08,1
Females_85+,3183,2010-01-15,2
Females_85+,3045,2010-01-22,3
Females_85+,2847,2010-01-29,4
Females_85+,2648,2010-02-05,5
Females_85+,2518,2010-02-12,6
Females_85+,2461,2010-02-19,7
Females_85+,2499,2010-02-26,8
Females_85+,2477,2010-03-05,9
Females_85+,2356,2010-03-12,10
Females_85+,2334,2010-03-19,11
Females_85+,2349,2010-03-26,12
Females_85+,1904,2010-04-02,13
Females_85+,2277,2010-04-09,14
Females_85+,2303,2010-04-16,15
Females_85+,2229,2010-04-23,16
Females_85+,2262,2010-04-30,17
Females_85+,1863,2010-05-07,18
Females_85+,2110,2010-05-14,19
Females_85+,2182,2010-05-21,20
Females_85+,2165,2010-05-28,21
Females_85+,1914,2010-06-04,22
Females_85+,2128,2010-06-11,23
Females_85+,1802,2010-06-18,24
Females_85+,1944,2010-06-25,25
Females_85+,2157,2010-07-02,26
Females_85+,1911,2010-07-09,27
Females_85+,1921,2010-07-16,28
Females_85+,1800,2010-07-23,29
Females_85+,1957,2010-07-30,30
Females_85+,1810,2010-08-06,31
Females_85+,1927,2010-08-13,32
Females_85+,2024,2010-08-20,33
Females_85+,2003,2010-08-27,34
Females_85+,1736,2010-09-03,35
Females_85+,2067,2010-09-10,36
Females_85+,2016,2010-09-17,37
Females_85+,2128,2010-09-24,38
Females_85+,2090,2010-10-01,39
Females_85+,2143,2010-10-08,40
Females_85+,2106,2010-10-15,41
Females_85+,2218,2010-10-22,42
Females_85+,2160,2010-10-29,43
Females_85+,2321,2010-11-05,44
Females_85+,2229,2010-11-12,45
Females_85+,2259,2010-11-19,46
Females_85+,2210,2010-11-26,47
Females_85+,2185,2010-12-03,48
Females_85+,2752,2010-12-10,49
Females_85+,2718,2010-12-17,50
Females_85+,2784,2010-12-24,51
Females_85+,2439,2010-12-31,52
Region_North East,648,2010-01-08,1
Region_North East,612,2010-01-15,2
Region_North East,550,2010-01-22,3
Region_North East,555,2010-01-29,4
Region_North East,556,2010-02-05,5
Region_North East,553,2010-02-12,6
Region_North East,521,2010-02-19,7
Region_North East,471,2010-02-26,8
Region_North East,535,2010-03-05,9
Region_North East,512,2010-03-12,10
Region_North East,529,2010-03-19,11
Region_North East,498,2010-03-26,12
Region_North East,394,2010-04-02,13
Region_North East,517,2010-04-09,14
Region_North East,516,2010-04-16,15
Region_North East,486,2010-04-23,16
Region_North East,516,2010-04-30,17
Region_North East,444,2010-05-07,18
Region_North East,516,2010-05-14,19
Region_North East,502,2010-05-21,20
Region_North East,474,2010-05-28,21
Region_North East,457,2010-06-04,22
